task_id,created_at,assigned_at,start_move_at,arrived_at,start_service_at,end_service_at,from_node,to_node,distance_m,robot_id,status
127,2025-06-01 06:11:35,2025-06-01 06:13:42.790584,2025-06-01 06:13:44.285616,2025-06-01 06:15:29.834440,2025-06-01 06:15:30.834440,2025-06-01 06:16:06.409661,N03,N06,102.0,R1,done
128,2025-06-01 16:30:18,2025-06-01 16:31:00.220530,2025-06-01 16:31:05.114366,2025-06-01 16:32:46.590612,2025-06-01 16:32:54.211700,2025-06-01 16:34:16.137161,N02,N08,93.2,R3,done
129,2025-06-01 16:29:04,2025-06-01 16:29:30.882446,2025-06-01 16:29:40.309494,2025-06-01 16:31:01.512630,2025-06-01 16:31:05.128814,2025-06-01 16:31:39.820142,N08,N09,73.3,R6,done
130,2025-06-01 18:12:27,2025-06-01 18:13:38.142306,2025-06-01 18:13:46.936126,2025-06-01 18:15:12.059749,2025-06-01 18:15:16.600944,2025-06-01 18:16:14.909632,N04,N18,78.6,R2,done
131,2025-06-01 21:52:09,2025-06-01 21:52:56.193751,2025-06-01 21:53:08.721260,2025-06-01 21:55:02.125152,2025-06-01 21:55:08.038658,2025-06-01 21:56:11.657552,N03,N02,108.5,R2,done
132,2025-06-01 14:52:36,2025-06-01 14:53:58.083790,2025-06-01 14:54:11.297404,2025-06-01 14:56:00.506950,2025-06-01 14:56:06.489759,2025-06-01 14:57:31.872694,N10,N15,97.1,R1,done
133,2025-06-01 09:25:17,2025-06-01 09:26:14.945795,2025-06-01 09:26:26.820685,2025-06-01 09:27:18.502024,2025-06-01 09:27:20.640474,2025-06-01 09:28:16.824322,N17,N18,49.1,R4,done
134,2025-06-01 14:56:27,2025-06-01 14:57:04.248378,2025-06-01 14:57:18.451596,2025-06-01 14:58:45.169121,2025-06-01 14:58:50.118343,2025-06-01 14:59:42.146493,N11,N09,83.8,R1,done
135,2025-06-01 22:53:55,2025-06-01 22:54:32.063504,2025-06-01 22:54:54.424901,2025-06-01 22:56:12.548763,2025-06-01 22:56:18.399678,2025-06-01 22:57:31.858824,N19,N20,74.8,R1,failed
136,2025-06-01 16:17:36,2025-06-01 16:18:34.029216,2025-06-01 16:18:44.011203,2025-06-01 16:19:36.723627,2025-06-01 16:19:45.286877,2025-06-01 16:20:52.780927,N02,N06,51.0,R4,done
137,2025-06-01 11:17:11,2025-06-01 11:18:12.602763,2025-06-01 11:18:21.256832,2025-06-01 11:19:19.641024,2025-06-01 11:19:24.078823,2025-06-01 11:20:05.200920,N19,N14,53.7,R6,done
138,2025-06-01 22:30:22,2025-06-01 22:31:55.966146,2025-06-01 22:32:03.110251,2025-06-01 22:34:24.602458,2025-06-01 22:34:28.005367,2025-06-01 22:35:30.251291,N14,N11,133.9,R3,done
139,2025-06-01 20:21:26,2025-06-01 20:22:43.083756,2025-06-01 20:22:55.050072,2025-06-01 20:25:17.540303,2025-06-01 20:25:21.469833,2025-06-01 20:26:41.495035,N16,N10,134.4,R6,cancelled
140,2025-06-01 19:35:02,2025-06-01 19:36:10.900559,2025-06-01 19:36:31.276863,2025-06-01 19:38:33.576278,2025-06-01 19:38:38.985377,2025-06-01 19:39:29.472597,N15,N03,119.5,R3,done
141,2025-06-01 05:49:25,2025-06-01 05:50:06.422980,2025-06-01 05:50:19.516413,2025-06-01 05:51:19.342316,2025-06-01 05:51:25.214963,2025-06-01 05:53:04.939570,N17,N01,49.1,R6,done
142,2025-06-01 12:03:12,2025-06-01 12:04:17.259165,2025-06-01 12:04:30.326755,2025-06-01 12:05:53.459619,2025-06-01 12:05:58.238152,2025-06-01 12:07:19.348461,N17,N12,81.1,R5,done
143,2025-06-01 15:48:03,2025-06-01 15:49:53.559689,2025-06-01 15:49:54.238031,2025-06-01 15:51:44.482325,2025-06-01 15:51:51.576522,2025-06-01 15:52:52.799327,N07,N09,108.0,R5,done
144,2025-06-01 09:56:44,2025-06-01 09:57:27.515865,2025-06-01 09:57:42.909269,2025-06-01 09:59:58.279435,2025-06-01 10:00:02.133898,2025-06-01 10:00:35.636385,N16,N04,130.5,R1,failed
145,2025-06-01 15:15:45,2025-06-01 15:16:53.022381,2025-06-01 15:17:05.686680,2025-06-01 15:18:51.248045,2025-06-01 15:18:57.039652,2025-06-01 15:19:43.500553,N06,N10,104.0,R5,done
146,2025-06-01 11:14:53,2025-06-01 11:16:05.010807,2025-06-01 11:16:12.259281,2025-06-01 11:17:49.904004,2025-06-01 11:17:54.321024,2025-06-01 11:18:57.550306,N04,N15,94.8,R1,done
147,2025-06-01 06:59:45,2025-06-01 07:00:42.919179,2025-06-01 07:00:52.135527,2025-06-01 07:01:32.967356,2025-06-01 07:01:34.487928,2025-06-01 07:02:57.132193,N10,N17,30.5,R6,done
148,2025-06-01 19:30:15,2025-06-01 19:30:42.400894,2025-06-01 19:30:45.927487,2025-06-01 19:32:06.032268,2025-06-01 19:32:10.487476,2025-06-01 19:32:44.838462,N15,N18,69.1,R2,done
149,2025-06-01 21:32:47,2025-06-01 21:33:58.683908,2025-06-01 21:34:07.387656,2025-06-01 21:34:35.994565,2025-06-01 21:34:42.695008,2025-06-01 21:36:15.342344,N05,N03,17.1,R3,done
150,2025-06-01 20:21:59,2025-06-01 20:22:45.986681,2025-06-01 20:22:54.378506,2025-06-01 20:24:22.045910,2025-06-01 20:24:29.643387,2025-06-01 20:25:33.675180,N17,N09,69.5,R1,done
151,2025-06-01 09:37:37,2025-06-01 09:38:55.269100,2025-06-01 09:39:03.634696,2025-06-01 09:40:17.690780,2025-06-01 09:40:22.794672,2025-06-01 09:41:34.879792,N16,N05,70.9,R4,done
152,2025-06-01 10:35:48,2025-06-01 10:36:44.703898,2025-06-01 10:36:55.097074,2025-06-01 10:38:37.643411,2025-06-01 10:38:43.548481,2025-06-01 10:39:43.103103,N18,N13,102.0,R4,done
153,2025-06-01 20:44:15,2025-06-01 20:46:23.310230,2025-06-01 20:46:23.310230,2025-06-01 20:48:06.493216,2025-06-01 20:48:09.413404,2025-06-01 20:49:30.976142,N19,N13,76.0,R2,done
154,2025-06-01 11:20:47,2025-06-01 11:21:15.701623,2025-06-01 11:21:22.582778,2025-06-01 11:23:17.646027,2025-06-01 11:23:20.811707,2025-06-01 11:24:28.796679,N16,N13,98.4,R4,failed
155,2025-06-01 18:41:09,2025-06-01 18:45:12.893011,2025-06-01 18:45:27.707839,2025-06-01 18:46:53.069756,2025-06-01 18:47:00.443817,2025-06-01 18:48:21.936245,N16,N02,79.1,R2,done
156,2025-06-01 14:55:06,2025-06-01 14:55:32.956949,2025-06-01 14:55:51.124107,2025-06-01 14:57:32.030693,2025-06-01 14:57:36.525933,2025-06-01 14:58:55.405829,N15,N04,99.2,R5,done
157,2025-06-01 00:09:26,2025-06-01 00:12:09.853322,2025-06-01 00:12:22.675337,2025-06-01 00:13:59.400664,2025-06-01 00:14:01.945448,2025-06-01 00:15:25.688894,N05,N03,90.2,R4,done
158,2025-06-01 09:39:44,2025-06-01 09:41:22.019406,2025-06-01 09:41:30.531588,2025-06-01 09:43:20.898333,2025-06-01 09:43:23.840984,2025-06-01 09:44:23.032471,N13,N03,97.9,R3,done
159,2025-06-01 20:24:20,2025-06-01 20:24:38.986459,2025-06-01 20:24:44.560642,2025-06-01 20:25:39.965551,2025-06-01 20:25:42.319371,2025-06-01 20:26:28.578642,N16,N18,41.7,R1,done
160,2025-06-01 08:43:58,2025-06-01 08:45:59.658328,2025-06-01 08:46:06.217576,2025-06-01 08:48:35.258681,2025-06-01 08:48:42.510915,2025-06-01 08:49:40.535187,N10,N08,129.3,R6,done
161,2025-06-01 23:48:40,2025-06-01 23:49:39.168528,2025-06-01 23:49:43.384807,2025-06-01 23:50:50.860503,2025-06-01 23:51:00.740008,2025-06-01 23:52:20.067389,N04,N15,66.4,R2,done
162,2025-06-01 21:02:20,2025-06-01 21:03:49.039576,2025-06-01 21:04:02.013348,2025-06-01 21:06:12.628610,2025-06-01 21:06:18.412779,2025-06-01 21:07:10.851451,N02,N10,121.5,R3,done
163,2025-06-01 06:33:26,2025-06-01 06:34:54.366758,2025-06-01 06:35:04.198325,2025-06-01 06:36:20.680031,2025-06-01 06:36:23.472852,2025-06-01 06:37:04.769226,N19,N06,74.3,R2,done
164,2025-06-01 15:24:39,2025-06-01 15:27:17.974874,2025-06-01 15:27:32.566457,2025-06-01 15:28:59.013845,2025-06-01 15:29:00.840222,2025-06-01 15:29:47.637722,N08,N16,85.4,R5,done
165,2025-06-01 12:16:29,2025-06-01 12:17:22.671807,2025-06-01 12:17:27.825809,2025-06-01 12:18:51.249967,2025-06-01 12:18:56.889531,2025-06-01 12:19:43.716752,N09,N01,76.0,R4,done
166,2025-06-01 16:10:04,2025-06-01 16:11:25.669195,2025-06-01 16:11:35.571006,2025-06-01 16:12:15.240738,2025-06-01 16:12:20.368115,2025-06-01 16:13:07.537119,N15,N12,32.2,R5,done
167,2025-06-01 22:44:16,2025-06-01 22:45:22.141431,2025-06-01 22:45:38.172198,2025-06-01 22:47:18.970460,2025-06-01 22:47:22.644658,2025-06-01 22:48:07.967123,N15,N10,94.2,R2,failed
168,2025-06-01 20:06:15,2025-06-01 20:09:39.189459,2025-06-01 20:09:42.970143,2025-06-01 20:10:23.659860,2025-06-01 20:10:27.538964,2025-06-01 20:11:41.407016,N13,N19,37.9,R3,done
169,2025-06-01 23:18:01,2025-06-01 23:18:34.602779,2025-06-01 23:18:45.800166,2025-06-01 23:21:02.929007,2025-06-01 23:21:08.548648,2025-06-01 23:21:47.261760,N13,N09,134.6,R1,done
170,2025-06-01 16:47:03,2025-06-01 16:48:23.158340,2025-06-01 16:48:32.231902,2025-06-01 16:50:15.759080,2025-06-01 16:50:24.005873,2025-06-01 16:51:48.709265,N20,N16,99.0,R3,done
171,2025-06-01 08:51:22,2025-06-01 08:52:34.368449,2025-06-01 08:52:51.665917,2025-06-01 08:53:26.458593,2025-06-01 08:53:34.736827,2025-06-01 08:54:18.587817,N08,N07,33.9,R5,done
172,2025-06-01 17:49:42,2025-06-01 17:50:22.724619,2025-06-01 17:50:35.569534,2025-06-01 17:53:00.230619,2025-06-01 17:53:03.808022,2025-06-01 17:53:43.627621,N05,N04,130.3,R6,done
173,2025-06-01 09:28:02,2025-06-01 09:28:54.251568,2025-06-01 09:29:00.456366,2025-06-01 09:30:07.990152,2025-06-01 09:30:09.878361,2025-06-01 09:31:11.286939,N19,N12,62.4,R6,done
174,2025-06-01 21:20:47,2025-06-01 21:22:34.534834,2025-06-01 21:22:34.566156,2025-06-01 21:24:11.085701,2025-06-01 21:24:19.978787,2025-06-01 21:25:31.304411,N14,N06,89.9,R2,done
175,2025-06-01 13:23:33,2025-06-01 13:26:53.964495,2025-06-01 13:27:04.446664,2025-06-01 13:28:19.431081,2025-06-01 13:28:22.589734,2025-06-01 13:29:30.388273,N17,N09,72.2,R2,done
176,2025-06-01 19:30:51,2025-06-01 19:31:13.303518,2025-06-01 19:31:22.747388,2025-06-01 19:32:50.080879,2025-06-01 19:32:52.651792,2025-06-01 19:34:19.849878,N10,N11,85.1,R1,done
177,2025-06-01 03:48:14,2025-06-01 03:48:36.406335,2025-06-01 03:48:46.771319,2025-06-01 03:49:59.424653,2025-06-01 03:50:05.211289,2025-06-01 03:52:06.055485,N13,N18,64.0,R3,done
178,2025-06-01 10:16:34,2025-06-01 10:17:22.325677,2025-06-01 10:17:32.993382,2025-06-01 10:19:03.187284,2025-06-01 10:19:06.407792,2025-06-01 10:19:46.619454,N04,N15,85.8,R3,done
179,2025-06-01 16:37:24,2025-06-01 16:38:14.760985,2025-06-01 16:38:25.196917,2025-06-01 16:39:32.342649,2025-06-01 16:39:33.342649,2025-06-01 16:40:13.128820,N12,N04,58.9,R6,done
180,2025-06-01 01:56:35,2025-06-01 02:02:18.588330,2025-06-01 02:02:28.557975,2025-06-01 02:04:09.216598,2025-06-01 02:04:15.144543,2025-06-01 02:05:05.381321,N11,N08,91.7,R6,done
181,2025-06-01 19:58:44,2025-06-01 20:00:59.742062,2025-06-01 20:01:12.584267,2025-06-01 20:02:27.126935,2025-06-01 20:02:30.615445,2025-06-01 20:03:24.393937,N10,N14,66.8,R1,done
182,2025-06-01 22:19:31,2025-06-01 22:20:02.989796,2025-06-01 22:20:13.130702,2025-06-01 22:21:54.190763,2025-06-01 22:21:59.585921,2025-06-01 22:22:52.495445,N04,N20,96.1,R2,done
183,2025-06-01 05:29:23,2025-06-01 05:30:11.630279,2025-06-01 05:30:18.378214,2025-06-01 05:32:59.669402,2025-06-01 05:33:04.058953,2025-06-01 05:33:44.342214,N18,N14,153.9,R5,done
184,2025-06-01 06:26:41,2025-06-01 06:27:33.639387,2025-06-01 06:27:43.922637,2025-06-01 06:28:52.982128,2025-06-01 06:28:56.689069,2025-06-01 06:29:28.398536,N04,N16,61.7,R5,done
185,2025-06-01 22:02:44,2025-06-01 22:03:57.672757,2025-06-01 22:04:09.089254,2025-06-01 22:04:16.603218,2025-06-01 22:04:24.040742,2025-06-01 22:05:57.594392,N12,N07,5.0,R4,done
186,2025-06-01 08:23:06,2025-06-01 08:25:56.349611,2025-06-01 08:26:07.092948,2025-06-01 08:27:24.494464,2025-06-01 08:27:28.672602,2025-06-01 08:28:16.076661,N12,N18,73.6,R6,done
187,2025-06-01 11:12:07,2025-06-01 11:12:43.584141,2025-06-01 11:12:55.096390,2025-06-01 11:14:07.020692,2025-06-01 11:14:12.026784,2025-06-01 11:15:11.993248,N15,N03,69.0,R6,done
188,2025-06-01 15:01:03,2025-06-01 15:03:21.074992,2025-06-01 15:03:35.822763,2025-06-01 15:05:10.103057,2025-06-01 15:05:14.685136,2025-06-01 15:05:55.245778,N11,N08,93.1,R2,done
189,2025-06-01 08:53:48,2025-06-01 08:55:47.929392,2025-06-01 08:55:55.393853,2025-06-01 08:57:13.236329,2025-06-01 08:57:19.754639,2025-06-01 08:58:27.612771,N18,N07,76.1,R5,done
190,2025-06-01 20:21:49,2025-06-01 20:21:58.782695,2025-06-01 20:22:06.051473,2025-06-01 20:23:15.432298,2025-06-01 20:23:20.370420,2025-06-01 20:24:01.592933,N05,N01,62.7,R3,done
191,2025-06-01 06:08:34,2025-06-01 06:12:47.847983,2025-06-01 06:12:51.882683,2025-06-01 06:13:17.924282,2025-06-01 06:13:26.347699,2025-06-01 06:14:20.161354,N09,N06,21.2,R1,done
192,2025-06-01 01:00:22,2025-06-01 01:00:41.391825,2025-06-01 01:00:58.747677,2025-06-01 01:01:41.822963,2025-06-01 01:01:44.581318,2025-06-01 01:03:07.053026,N08,N19,38.8,R3,done
193,2025-06-01 09:08:47,2025-06-01 09:09:32.134116,2025-06-01 09:09:41.692403,2025-06-01 09:10:23.202879,2025-06-01 09:10:28.801464,2025-06-01 09:11:41.225856,N14,N17,32.0,R1,done
194,2025-06-01 12:49:23,2025-06-01 12:52:22.002970,2025-06-01 12:52:32.162991,2025-06-01 12:54:33.828085,2025-06-01 12:54:42.272342,2025-06-01 12:55:40.854981,N17,N19,119.1,R1,done
195,2025-06-01 08:39:02,2025-06-01 08:40:05.903527,2025-06-01 08:40:17.088334,2025-06-01 08:41:33.656101,2025-06-01 08:41:36.712873,2025-06-01 08:42:13.472375,N17,N10,73.1,R4,done
196,2025-06-01 01:30:54,2025-06-01 01:31:31.883610,2025-06-01 01:31:36.649055,2025-06-01 01:33:40.041217,2025-06-01 01:33:43.625512,2025-06-01 01:34:46.013697,N13,N14,116.0,R6,done
197,2025-06-01 16:28:04,2025-06-01 16:29:55.058754,2025-06-01 16:30:08.094410,2025-06-01 16:31:16.634267,2025-06-01 16:31:21.132601,2025-06-01 16:32:12.393319,N03,N11,56.5,R5,done
198,2025-06-01 05:39:40,2025-06-01 05:41:08.562239,2025-06-01 05:41:20.841678,2025-06-01 05:43:39.633145,2025-06-01 05:43:48.231688,2025-06-01 05:45:19.531408,N19,N18,119.8,R6,done
199,2025-06-01 23:33:18,2025-06-01 23:34:48.898635,2025-06-01 23:34:54.629952,2025-06-01 23:36:43.528222,2025-06-01 23:36:44.595509,2025-06-01 23:37:25.145141,N15,N17,102.4,R5,done
200,2025-06-01 18:07:54,2025-06-01 18:08:21.718462,2025-06-01 18:08:30.612194,2025-06-01 18:10:56.301115,2025-06-01 18:11:03.127115,2025-06-01 18:11:39.965130,N18,N07,141.7,R4,done
201,2025-06-01 08:21:52,2025-06-01 08:23:04.274654,2025-06-01 08:23:18.462468,2025-06-01 08:24:50.050677,2025-06-01 08:24:56.520433,2025-06-01 08:26:03.275571,N15,N13,89.1,R4,done
202,2025-06-01 09:20:42,2025-06-01 09:22:58.425170,2025-06-01 09:23:09.330278,2025-06-01 09:24:53.860050,2025-06-01 09:24:57.802817,2025-06-01 09:25:53.158757,N09,N12,99.9,R2,done
203,2025-06-01 12:05:53,2025-06-01 12:08:15.756833,2025-06-01 12:08:25.863191,2025-06-01 12:10:09.748130,2025-06-01 12:10:10.949777,2025-06-01 12:11:49.857873,N03,N20,97.6,R4,done
204,2025-06-01 17:51:08,2025-06-01 17:54:41.216287,2025-06-01 17:54:54.334031,2025-06-01 17:56:23.070845,2025-06-01 17:56:27.793933,2025-06-01 17:57:44.032852,N18,N02,82.4,R5,cancelled
205,2025-06-01 14:42:07,2025-06-01 14:42:58.833066,2025-06-01 14:43:04.580464,2025-06-01 14:43:50.923329,2025-06-01 14:43:57.363004,2025-06-01 14:45:06.266895,N14,N12,43.3,R6,cancelled
206,2025-06-01 11:58:46,2025-06-01 11:59:27.850154,2025-06-01 11:59:32.299037,2025-06-01 12:01:41.849902,2025-06-01 12:01:45.280105,2025-06-01 12:03:16.555881,N02,N10,123.4,R5,done
207,2025-06-01 04:32:13,2025-06-01 04:33:08.129274,2025-06-01 04:33:20.226936,2025-06-01 04:35:01.965586,2025-06-01 04:35:05.331215,2025-06-01 04:35:54.717288,N05,N16,99.4,R2,done
208,2025-06-01 10:35:23,2025-06-01 10:36:53.620860,2025-06-01 10:37:05.314463,2025-06-01 10:37:23.375333,2025-06-01 10:37:25.324020,2025-06-01 10:38:56.670489,N04,N09,17.2,R5,done
209,2025-06-01 11:35:49,2025-06-01 11:36:29.773969,2025-06-01 11:36:52.564965,2025-06-01 11:38:53.560081,2025-06-01 11:39:02.282712,2025-06-01 11:40:02.717708,N20,N18,117.9,R1,done
210,2025-06-01 15:44:17,2025-06-01 15:47:24.915988,2025-06-01 15:47:39.698190,2025-06-01 15:49:59.246201,2025-06-01 15:50:02.609803,2025-06-01 15:51:17.078475,N01,N06,136.6,R3,done
211,2025-06-01 09:21:22,2025-06-01 09:22:15.261584,2025-06-01 09:22:22.995444,2025-06-01 09:23:51.105329,2025-06-01 09:23:52.105329,2025-06-01 09:25:09.719462,N01,N06,79.9,R2,done
212,2025-06-01 11:09:47,2025-06-01 11:10:31.348882,2025-06-01 11:10:36.918670,2025-06-01 11:12:23.340315,2025-06-01 11:12:31.367214,2025-06-01 11:13:25.843497,N01,N03,104.0,R6,done
213,2025-06-01 10:29:21,2025-06-01 10:29:50.294910,2025-06-01 10:30:09.565373,2025-06-01 10:31:59.866371,2025-06-01 10:32:07.161190,2025-06-01 10:33:15.920287,N06,N12,98.9,R3,done
214,2025-06-01 18:36:38,2025-06-01 18:38:56.849904,2025-06-01 18:38:57.163092,2025-06-01 18:40:09.583608,2025-06-01 18:40:14.865380,2025-06-01 18:41:18.606620,N03,N02,70.9,R2,done
215,2025-06-01 15:43:05,2025-06-01 15:44:20.230893,2025-06-01 15:44:29.492880,2025-06-01 15:44:59.843226,2025-06-01 15:45:04.105566,2025-06-01 15:45:38.026593,N09,N15,26.9,R6,done
216,2025-06-01 15:26:17,2025-06-01 15:27:09.450340,2025-06-01 15:27:26.402839,2025-06-01 15:29:00.268575,2025-06-01 15:29:05.213545,2025-06-01 15:30:01.188311,N07,N17,92.1,R1,done
217,2025-06-01 04:43:43,2025-06-01 04:46:54.948290,2025-06-01 04:47:02.662809,2025-06-01 04:49:18.841862,2025-06-01 04:49:24.632481,2025-06-01 04:50:30.908298,N19,N16,133.2,R5,done
218,2025-06-01 01:25:38,2025-06-01 01:26:54.844400,2025-06-01 01:27:05.451925,2025-06-01 01:28:10.340504,2025-06-01 01:28:14.887546,2025-06-01 01:28:57.492883,N02,N01,62.8,R2,done
219,2025-06-01 08:08:48,2025-06-01 08:10:41.733023,2025-06-01 08:10:47.717128,2025-06-01 08:12:32.033617,2025-06-01 08:12:35.981461,2025-06-01 08:13:28.107235,N09,N10,91.0,R3,done
220,2025-06-01 13:27:11,2025-06-01 13:28:15.424601,2025-06-01 13:28:19.769469,2025-06-01 13:29:40.157557,2025-06-01 13:29:45.291538,2025-06-01 13:30:26.081012,N05,N13,79.6,R5,done
221,2025-06-01 13:53:42,2025-06-01 13:54:02.096837,2025-06-01 13:54:09.451574,2025-06-01 13:55:53.679906,2025-06-01 13:55:56.013591,2025-06-01 13:56:33.897669,N12,N03,95.5,R4,done
222,2025-06-01 01:01:29,2025-06-01 01:02:32.455567,2025-06-01 01:02:44.195098,2025-06-01 01:05:19.115902,2025-06-01 01:05:22.646719,2025-06-01 01:06:14.030963,N03,N11,152.4,R5,done
223,2025-06-01 11:40:26,2025-06-01 11:41:35.043932,2025-06-01 11:41:50.787119,2025-06-01 11:42:48.486962,2025-06-01 11:42:52.895880,2025-06-01 11:43:50.967968,N10,N04,55.7,R4,done
224,2025-06-01 09:51:39,2025-06-01 09:52:57.255726,2025-06-01 09:53:16.313250,2025-06-01 09:54:45.569404,2025-06-01 09:54:51.442524,2025-06-01 09:55:34.934277,N15,N12,84.6,R1,done
225,2025-06-01 04:27:37,2025-06-01 04:27:48.476390,2025-06-01 04:27:53.427736,2025-06-01 04:29:48.347536,2025-06-01 04:29:56.141989,2025-06-01 04:31:47.140037,N13,N17,107.1,R1,done
226,2025-06-01 09:21:14,2025-06-01 09:21:52.140477,2025-06-01 09:22:01.846068,2025-06-01 09:23:26.495978,2025-06-01 09:23:30.530491,2025-06-01 09:24:39.745941,N11,N06,81.7,R1,done
227,2025-06-01 04:32:12,2025-06-01 04:33:17.379829,2025-06-01 04:33:35.503221,2025-06-01 04:34:33.261926,2025-06-01 04:34:37.540979,2025-06-01 04:35:29.985306,N12,N20,51.4,R6,cancelled
228,2025-06-01 15:09:15,2025-06-01 15:10:29.931541,2025-06-01 15:10:39.771949,2025-06-01 15:12:19.881701,2025-06-01 15:12:24.520741,2025-06-01 15:13:09.347709,N04,N05,95.3,R3,done
229,2025-06-01 15:48:48,2025-06-01 15:50:01.956094,2025-06-01 15:50:08.197139,2025-06-01 15:53:07.514201,2025-06-01 15:53:08.852664,2025-06-01 15:54:31.488345,N03,N06,175.8,R6,done
230,2025-06-01 17:48:37,2025-06-01 17:49:54.334807,2025-06-01 17:50:11.176917,2025-06-01 17:51:48.354189,2025-06-01 17:51:53.489900,2025-06-01 17:53:01.244167,N15,N19,86.0,R6,done
231,2025-06-01 15:55:40,2025-06-01 15:57:04.238961,2025-06-01 15:57:10.007178,2025-06-01 15:58:58.489148,2025-06-01 15:59:02.958054,2025-06-01 16:00:22.475959,N11,N05,105.6,R4,done
232,2025-06-01 11:19:50,2025-06-01 11:20:30.926975,2025-06-01 11:20:38.348390,2025-06-01 11:22:19.096306,2025-06-01 11:22:28.221356,2025-06-01 11:23:41.089280,N09,N19,94.5,R1,done
233,2025-06-01 03:29:28,2025-06-01 03:30:29.025889,2025-06-01 03:30:46.086992,2025-06-01 03:31:38.758854,2025-06-01 03:31:46.056321,2025-06-01 03:32:51.980215,N02,N20,48.0,R3,done
234,2025-06-01 03:55:54,2025-06-01 03:56:20.102645,2025-06-01 03:56:28.826385,2025-06-01 03:58:36.924461,2025-06-01 03:58:43.083727,2025-06-01 03:59:35.280762,N03,N17,123.0,R4,done
235,2025-06-01 14:50:47,2025-06-01 14:51:55.745658,2025-06-01 14:52:03.979827,2025-06-01 14:53:40.182568,2025-06-01 14:53:48.798320,2025-06-01 14:54:40.514936,N02,N15,89.8,R5,done
236,2025-06-01 09:30:32,2025-06-01 09:31:20.510559,2025-06-01 09:31:20.734177,2025-06-01 09:32:55.644112,2025-06-01 09:33:03.238101,2025-06-01 09:34:30.208933,N05,N02,90.5,R4,done
237,2025-06-01 21:21:45,2025-06-01 21:22:14.809675,2025-06-01 21:22:22.285800,2025-06-01 21:23:50.613232,2025-06-01 21:23:54.482662,2025-06-01 21:25:02.456990,N03,N17,79.3,R6,done
238,2025-06-01 08:28:28,2025-06-01 08:29:05.729600,2025-06-01 08:29:05.729600,2025-06-01 08:30:21.987106,2025-06-01 08:30:28.983728,2025-06-01 08:31:54.584729,N17,N20,67.7,R5,done
239,2025-06-01 10:18:24,2025-06-01 10:19:43.595346,2025-06-01 10:19:53.474368,2025-06-01 10:21:02.778894,2025-06-01 10:21:10.168242,2025-06-01 10:22:13.409001,N14,N11,67.1,R6,done
240,2025-06-01 18:41:21,2025-06-01 18:42:06.281467,2025-06-01 18:42:18.902790,2025-06-01 18:43:08.537183,2025-06-01 18:43:13.789942,2025-06-01 18:44:27.052186,N03,N11,46.4,R1,done
241,2025-06-01 10:16:46,2025-06-01 10:17:15.788209,2025-06-01 10:17:22.399484,2025-06-01 10:19:47.833493,2025-06-01 10:19:54.280714,2025-06-01 10:20:54.618302,N20,N05,138.2,R3,done
242,2025-06-01 16:58:22,2025-06-01 16:58:47.684344,2025-06-01 16:59:01.855507,2025-06-01 17:00:48.011594,2025-06-01 17:00:52.746327,2025-06-01 17:02:03.046452,N10,N13,100.0,R2,done
243,2025-06-01 22:19:35,2025-06-01 22:21:45.229858,2025-06-01 22:21:54.627952,2025-06-01 22:22:54.444622,2025-06-01 22:22:59.263555,2025-06-01 22:23:47.105397,N13,N11,50.8,R2,done
244,2025-06-01 19:47:43,2025-06-01 19:48:51.558976,2025-06-01 19:49:05.106235,2025-06-01 19:50:38.561554,2025-06-01 19:50:44.195513,2025-06-01 19:51:44.855021,N17,N03,90.0,R6,done
245,2025-06-01 13:01:23,2025-06-01 13:02:04.496777,2025-06-01 13:02:17.793680,2025-06-01 13:04:08.101141,2025-06-01 13:04:16.777508,2025-06-01 13:05:20.905640,N10,N06,106.7,R2,done
246,2025-06-01 17:12:14,2025-06-01 17:13:00.984737,2025-06-01 17:13:10.887639,2025-06-01 17:14:28.098969,2025-06-01 17:14:34.657437,2025-06-01 17:15:08.450171,N05,N20,73.3,R1,done
247,2025-06-01 18:32:49,2025-06-01 18:33:21.772138,2025-06-01 18:33:33.913703,2025-06-01 18:35:34.770365,2025-06-01 18:35:39.432722,2025-06-01 18:36:34.456248,N18,N17,111.5,R1,done
248,2025-06-01 20:39:08,2025-06-01 20:41:23.322305,2025-06-01 20:41:28.685539,2025-06-01 20:42:56.768288,2025-06-01 20:43:03.052149,2025-06-01 20:44:05.089205,N20,N13,82.1,R2,done
